epoch,train/box_loss,val/box_loss
1,0.10411466545859972,0.09738359432357054
2,0.07095752774675687,0.08184147921080391
3,0.06360088376204173,0.08506353147948782
4,0.058945591817299525,0.07954250047914684
5,0.05439199322462082,0.08642440450688203
6,0.049528281047940256,0.08671859607566149
7,0.045655289630095165,0.08782068918924779
